municipio_id,municipio_nombre,municipio_lat,municipio_lon,provincia_id
580112,JUNÍN DE LOS  ANDES,-39.9210969926668611,-71.0997656206867106,58
580119,SAN MARTÍN DE LOS  ANDES,-40.1347992136533591,-71.3015414173336097,58
580126,LONCOPUÉ,-38.1307636697429544,-70.6070114096581705,58
580133,VILLA LA ANGOSTURA,-40.7808534834014509,-71.6236786668395098,58
580140,ANDACOLLO,-37.2626267236257434,-70.6129787116710048,58
580147,HUINGANCO,-37.0638452103236418,-70.5999829263708563,58
580154,LAS OVEJAS,-36.8419567404505841,-70.9180527399826417,58
580161,LOS MICHES,-37.1472111349999494,-70.9641103407799108,58
580168,CAVIAHUE-COPAHUE,-37.8563623456878844,-71.0450198744787116,58
580175,EL CHOLAR,-37.4558329459089236,-70.6873431812616815,58
580182,EL HUECÚ,-37.649778249243937,-70.583348481791532,58
580189,TAQUIMILÁN,-37.591000103507767,-70.3458343954121119,58
580196,BARRANCAS,-36.8598372922576871,-69.9370599267060555,58
580203,BUTA RANQUIL,-37.2421306229287907,-69.8210409111221111,58
580210,RINCÓN DE LOS  SAUCES,-37.4279286578831645,-68.9048819508570318,58
580217,PICÚN LEUFÚ,-39.5272959346431563,-69.3041340199496858,58
580224,BAJADA DEL  AGRIO,-38.4056776856649478,-70.0310159232412133,58
580231,LAS LAJAS,-38.54472444067639,-70.3064166225065463,58
580238,MARIANO MORENO,-38.768792734204645,-70.0160273047474817,58
580245,ZAPALA,-38.9328385901676342,-70.1432085906335203,58
580252,VILLA PEHUENIA,-38.9071357687471249,-71.1785013312735799,58
585014,AGUADA SAN ROQUE,-37.973867991489648,-68.9371469809988326,58
585021,LOS CHIHUIDOS,-38.0504241884088401,-69.5338451224223348,58
585028,PILO LIL,-39.626025416196633,-70.8980298318759594,58
585035,SANTO TOMÁS,-39.8409265275249354,-70.0938182756884487,58
585042,SAUZAL BONITO,-38.5628864544463852,-69.0137527772464949,58
585049,COYUCO-COCHICO,-36.5418089920472084,-70.2492773646574733,58
585056,VILLA CURI LEUVÚ,-37.17094366458916,-70.4296686921956336,58
