nombre,cod_prov,cod_depto,cod_loc,cod_bahra,tipo_bahra,lat,lon
CASABINDO,38,007,040,38007040000,LS,-22.9439052333036,-66.0287330395054
COCHINOCA,38,007,050,38007050000,LS,-22.7419005409313,-65.897292507348
LA REDONDA,38,007,055,38007055000,LS,-22.5289792213782,-65.5227806528915
PUESTO DEL MARQUEZ,38,007,060,38007060000,LS,-22.5351797700612,-65.6988399422374
QUEBRALEÑA,38,007,063,38007063000,LS,-23.2858702882652,-65.7700882487411
QUERA,38,007,067,38007067000,LS,-23.1008393564743,-65.7628638580427
RINCONADILLAS,38,007,070,38007070000,LS,-23.2886643513195,-65.9412335357817
SAN FRANCISCO DE ALFARCITO,38,007,080,38007080000,LS,-23.2753025226875,-65.9463804620407
SANTA ANA DE LA PUNA,38,007,085,38007085000,LS,-23.1466006001565,-66.0321033317768
SANTUARIO DE TRES POZOS,38,007,090,38007090000,LS,-23.5155069556653,-65.9476128685398
TAMBILLOS,38,007,095,38007095000,LS,-22.8895749670499,-65.9630137674565
TUSAQUILLAS,38,007,100,38007100000,LS,-23.1709455394342,-65.9732427949322
AGUAS CALIENTES,38,014,010,38014010001,E,-24.5838759624546,-64.9235272487523
FLEMING,38,014,010,38014010002,E,-24.587376342521,-64.924057792361
PILA PARDO,38,014,010,38014010003,E,-24.5598827881681,-64.9141975517301
BARRIO EL MILAGRO,38,014,020,38014020000,LS,-24.4612361196434,-65.119054261617
BARRIO LA UNION,38,014,030,38014030000,LS,-24.4035420691548,-65.0685901094716
EL CARMEN,38,014,040,38014040000,LS,-24.3855119166984,-65.260519420291
LOS LAPACHOS,38,014,050,38014050000,LS,-24.4735714061733,-65.0743929828195
SAN VICENTE,38,014,055,38014055000,LS,-24.4293248380693,-65.1843971543033
MANANTIALES,38,014,060,38014060000,LS,-24.5056866075889,-64.9759262948199
MONTERRICO,38,014,070,38014070000,LS,-24.4385200992504,-65.1622250242149
PAMPA BLANCA,38,014,080,38014080000,LS,-24.5329937382422,-65.0744141219101
PERICO,38,014,090,38014090000,LS,-24.3798152834467,-65.1132793807486
PUESTO VIEJO,38,014,100,38014100000,LS,-24.4823598416465,-64.9672130216717
SAN ISIDRO,38,014,110,38014110000,LS,-24.5556368462513,-64.9424207944567
SAN JUANCITO,38,014,120,38014120000,LS,-24.3831944753324,-64.9958370634563
GUERRERO,38,021,010,38021010000,LS,-24.1861828032769,-65.444631251669
LA ALMONA,38,021,020,38021020000,LS,-24.2607538226752,-65.395737692293
LEON,38,021,030,38021030000,LS,-24.0359632743029,-65.4315558946392
LOZANO,38,021,040,38021040000,LS,-24.0773597398703,-65.4047004835351
OCLOYAS,38,021,050,38021050000,LS,-23.9096538285094,-65.1955065762574
SAN SALVADOR DE JUJUY,38,021,060,38021060000,LC,-24.1953577939088,-65.302450636841
TESORERO,38,021,065,38021065000,LS,-23.9482980868379,-65.2984613199784
LOS NOGALES,38,021,070,38021070001,E,-24.0840270539675,-65.4760846258348
SAN PABLO DE REYES,38,021,070,38021070002,E,-24.1436588948106,-65.482919981479
YALA,38,021,070,38021070003,E,-24.1217546163942,-65.4145726152103
APARZO,38,028,003,38028003000,LS,-23.0996196486859,-65.1862116284442
CIANZO,38,028,007,38028007000,LS,-23.1510060722338,-65.127531756215
COCTACA,38,028,010,38028010000,LS,-23.1281936873376,-65.2973378850934
EL AGUILAR,38,028,020,38028020000,LS,-23.210239970845,-65.6779050336532
HIPOLITO YRIGOYEN,38,028,030,38028030000,LS,-22.978267572073,-65.3537794942853
HUMAHUACA,38,028,040,38028040000,LS,-23.2026118920444,-65.3508743745648
PALCA DE APARZO,38,028,043,38028043000,LS,-23.1229806791675,-65.1333482063984
PALCA DE VARAS,38,028,045,38028045000,LS,-23.1004388682846,-65.1160803501257
RODERO,38,028,047,38028047000,LS,-23.0621288433346,-65.3258281190006
TRES CRUCES,38,028,050,38028050000,LS,-22.9172890384617,-65.5874003328951
UQUIA,38,028,060,38028060000,LS,-23.3018065170017,-65.3575618341785
BANANAL,38,035,010,38035010000,LS,-23.5657711190253,-64.5013724325995
BERMEJITO,38,035,020,38035020000,LS,-23.7870506884017,-64.730065775808
CAIMANCITO,38,035,030,38035030000,LS,-23.7395269322752,-64.5941006141069
CALILEGUA,38,035,040,38035040000,LS,-23.7694721379755,-64.766556217593
CHALICAN,38,035,050,38035050000,LS,-24.0708657869155,-64.8037328279296
FRAILE PINTADO,38,035,060,38035060000,LS,-23.9366734846348,-64.8001555521003
LIBERTAD,38,035,070,38035070000,LS,-23.7628935085037,-64.7268036826305
LIBERTADOR GENERAL SAN MARTIN,38,035,080,38035080001,E,-23.8226030728583,-64.9000065559959
PUEBLO LEDESMA,38,035,080,38035080002,E,-23.8273072049676,-64.791360563704
MAIZ NEGRO,38,035,090,38035090000,LS,-23.9512957904139,-64.7747416972346
PAULINA,38,035,100,38035100000,LS,-23.8459427825303,-64.7401978591998
YUTO,38,035,110,38035110000,LS,-23.6439908389427,-64.4709201889915
CARAHUNCO,38,042,010,38042010000,LS,-24.3137765483739,-65.0785405481684
CENTRO FORESTAL,38,042,020,38042020000,LS,-24.2278470388568,-65.1738697442674
PALPALA,38,042,040,38042040001,E,-24.2660503354304,-65.2120271030598
RIO BLANCO,38,042,040,38042040002,E,-24.2342342593785,-65.2300747773282
CASA COLORADA,38,049,003,38049003000,LS,-22.3258883122274,-66.2828832006347
COYAGUAIMA,38,049,007,38049007000,LS,-22.7704435619992,-66.440426993556
LAGUNILLAS DE FARALLON,38,049,010,38049010000,LS,-22.4075623428398,-66.6554051011704
LIVIARA,38,049,020,38049020000,LS,-22.4896989245068,-66.2677637818035
LOMA BLANCA,38,049,025,38049025000,LS,-22.463222635769,-66.4628647785472
NUEVO PIRQUITAS,38,049,030,38049030000,LS,-22.6869936542959,-66.456401677736
OROSMAYO,38,049,035,38049035000,LS,-22.5564922692659,-66.3517771971731
RINCONADA,38,049,040,38049040000,LS,-22.4399840866382,-66.1609276347876
EL CEIBAL,38,056,010,38056010000,LS,-24.3016336145797,-65.2818867459585
LA TOMA,38,056,013,38056013000,LS,-24.3374800000056,-65.36524
LOS ALISOS,38,056,017,38056017000,LS,-24.2839395993959,-65.2818272273441
LOTEO NAVEA,38,056,020,38056020000,LS,-24.2710272820567,-65.2729444915848
NUESTRA SE?ORA DEL ROSARIO,38,056,025,38056025000,LS,7311279.5,3560807
SAN ANTONIO,38,056,030,38056030000,LS,-24.3676606220994,-65.3337612645336
ARRAYANAL,38,063,010,38063010000,LS,-24.1755612615505,-64.8402658993854
ARROYO COLORADO,38,063,020,38063020000,LS,-24.3403731266613,-64.6655404458929
DON EMILIO,38,063,030,38063030000,LS,-24.3154692731344,-64.9066663427545
EL ACHERAL,38,063,040,38063040000,LS,-24.4097116704331,-64.8107312952407
EL PUESTO,38,063,050,38063050000,LS,-24.1988254992426,-64.7893441637782
EL QUEMADO,38,063,060,38063060000,LS,-24.0933961333434,-64.8238742049039
LA ESPERANZA,38,063,070,38063070001,E,-24.1691296094135,-64.7828725492928
LA MANGA,38,063,080,38063080000,LS,-24.191697331263,-64.846797222472
LA MENDIETA,38,063,090,38063090000,LS,-24.314359736408,-64.9707084719559
MIRAFLORES,38,063,100,38063100000,LC,-24.2261476798422,-64.8101735526005
PALOS BLANCOS,38,063,110,38063110000,LS,-24.3249801346233,-64.9489367519918
PARAPETI,38,063,120,38063120000,LC,-24.2348579850918,-64.8440336546008
PIEDRITAS,38,063,130,38063130000,LS,-24.2931131722113,-64.8812208450768
RODEITO,38,063,140,38063140000,LS,-24.2714866371948,-64.767733920134
ROSARIO DE RIO GRANDE,38,063,150,38063150000,LS,-24.3069096656554,-64.9317813354333
SAN ANTONIO,38,063,160,38063160000,LS,-24.2139625149932,-64.8057443238638
SAN LUCAS,38,063,170,38063170000,LS,-24.2257554272925,-64.8646056706401
SAN PEDRO,38,063,180,38063180000,LC,-24.293007141905,-64.9524504388897
SAUZAL,38,063,190,38063190000,LS,-24.2997434984526,-64.9576983944899
EL FUERTE,38,070,010,38070010000,LS,-24.260420872361,-64.4103511079696
EL PIQUETE,38,070,020,38070020000,LS,-24.1810241203734,-64.6790060196865
EL TALAR,38,070,030,38070030000,LS,-23.5558786640644,-64.3614639119972
PALMA SOLA,38,070,040,38070040000,LS,-23.9791015768434,-64.3066411633623
PUENTE LAVAYEN,38,070,050,38070050000,LS,-24.27150330488,-64.7146927538416
SANTA CLARA,38,070,060,38070060000,LS,-24.3098756490301,-64.6628728220661
VINALITO,38,070,070,38070070000,LS,-23.6678300370713,-64.4138302334781
CASIRA,38,077,010,38077010000,LS,-21.9693796437473,-65.900391482913
CIENEGA,38,077,020,38077020000,LS,-22.1864445703198,-66.4093898308937
CIENEGUILLAS,38,077,030,38077030000,LS,-22.0998214546633,-65.8677291643016
CUSI CUSI,38,077,040,38077040000,LS,-22.3402147364964,-66.4940205514016
EL ANGOSTO,38,077,045,38077045000,LS,-21.8172925482811,-66.17923666654
LA CIENEGA,38,077,050,38077050000,LS,-21.9153531838048,-66.2507995315293
MISARRUMI,38,077,060,38077060000,LS,-22.2143443369069,-66.3365616167075
ORATORIO,38,077,070,38077070000,LS,-22.0656878791642,-66.0785087961458
PAICONE,38,077,080,38077080000,LS,-22.1956915218117,-66.4201684753681
SAN JUAN DE OROS,38,077,090,38077090000,LS,-22.1928248288479,-66.3492159854648
SANTA CATALINA,38,077,100,38077100000,LS,-21.9443720475755,-66.0525133087978
YOSCABA,38,077,110,38077110000,LS,-22.1645843865597,-65.9833313251161
CATUA,38,084,010,38084010000,LS,-23.861850793472,-67.0041243051334
CORANZULI,38,084,020,38084020000,LS,-23.0132949482406,-66.3792884216509
EL TORO,38,084,030,38084030000,LS,-23.1389750587235,-66.7524458751301
HUANCAR,38,084,040,38084040000,LS,-23.6016053200097,-66.413317571844
JAMA,38,084,045,38084045000,LS,-23.2599291955531,-67.0236887810529
MINA PROVIDENCIA,38,084,050,38084050000,LS,-23.2409572936009,-66.7306951948135
OLACAPATO,38,084,055,38084055000,LS,-24.1152805507803,-66.7186508694002
OLAROZ CHICO,38,084,060,38084060000,LS,-23.3989910080496,-66.7829414619282
PASTOS CHICOS,38,084,070,38084070000,LS,-23.7718693292219,-66.420983463337
PUESTO SEY,38,084,080,38084080000,LS,-23.9584550578191,-66.4953540959523
SAN JUAN DE QUILLAQUES,38,084,090,38084090000,LS,-23.1460647975727,-66.2485374885877
SUSQUES,38,084,100,38084100000,LS,-23.3997525205999,-66.3674476958012
COLONIA SAN JOSE,38,094,010,38094010001,E,-23.4023544678311,-65.3910451552268
YACORAITE,38,094,010,38094010002,E,-23.4023544678311,-65.3910451552268
HUACALERA,38,094,020,38094020000,LS,-23.4341642603915,-65.3513341366081
JUELLA,38,094,030,38094030000,LS,-23.5025387170793,-65.4318962131793
MAIMARA,38,094,040,38094040000,LS,-23.6208130147957,-65.4078600419067
TILCARA,38,094,050,38094050000,LS,-23.5703520143236,-65.3940793438321
BARCENA,38,098,010,38098010000,LS,-23.9694741938995,-65.446477650042
EL MORENO,38,098,020,38098020000,LS,-23.8418583337461,-65.8300087469469
PUERTA DE COLORADOS,38,098,025,38098025000,LS,-23.5613891108623,-65.69123062536
PURMAMARCA,38,098,030,38098030000,LS,-23.7409980636707,-65.5052412332687
TUMBAYA,38,098,040,38098040000,LS,-23.8523034100617,-65.467254667636
VOLCAN,38,098,050,38098050000,LS,-23.9138726824815,-65.4630986774907
CASPALA,38,105,010,38105010000,LS,-23.3572362927788,-65.1183997355336
PAMPICHUELA,38,105,020,38105020000,LS,-23.5544093778059,-65.0528072587447
SAN FRANCISCO,38,105,030,38105030000,LS,-23.6174664054774,-64.9548612286321
SANTA ANA,38,105,040,38105040000,LS,-23.3576613065649,-64.9879232445175
VALLE COLORADO,38,105,050,38105050000,LS,-23.4570103207588,-64.9437440496263
VALLE GRANDE,38,105,060,38105060000,LS,-23.4755402454172,-64.9470001466936
BARRIOS,38,112,010,38112010000,LS,-22.2462779565987,-65.5278717064727
CANGREJILLOS,38,112,020,38112020000,LS,-22.4229613059544,-65.5801247511292
EL CONDOR,38,112,030,38112030000,LS,-22.383451243468,-65.3279048344849
LA INTERMEDIA,38,112,040,38112040000,LS,-22.4224885948586,-65.700385084978
LA QUIACA,38,112,050,38112050000,LS,-22.100030990273,-65.5962624926205
LLULLUCHAYOC,38,112,060,38112060000,LS,-22.5152169464206,-65.3702937518639
PUMAHUASI,38,112,070,38112070000,LS,-22.2890579793897,-65.6786766560839
SAN JOSE,38,112,080,38112080001,E,-22.1378271107898,-65.3097886156379
YAVI CHICO,38,112,090,38112090000,LS,-22.0909983923897,-65.4650631210317
DOBLAS,42,007,010,42007010000,LS,-37.1521838816608,-64.0140550927574
MACACHIN,42,007,020,42007020000,LS,-37.1369555361687,-63.667141835534
MIGUEL RIGLOS,42,007,030,42007030000,LS,-36.8538749058938,-63.6881846143541
ROLON,42,007,040,42007040000,LS,-37.166824214775,-63.4171582009534
TOMAS M. ANCHORENA,42,007,050,42007050000,LS,-36.8406606874148,-63.5205021645149
ANZOATEGUI,42,014,010,42014010000,LS,-38.9630526765691,-63.8608882456791
LA ADELA,42,014,020,42014020000,LC,-38.9739618507806,-64.0893166949512
ANGUIL,42,021,010,42021010000,LS,-36.527922625355,-64.010555897973
SANTA ROSA,42,021,020,42021020000,LC,-36.61828979857,-64.2916770389461
CATRILO,42,028,010,42028010000,LS,-36.4077407331528,-63.4231236479695
LA GLORIA,42,028,020,42028020000,LS,-36.5079177159884,-63.7444083139952
LONQUIMAY,42,028,030,42028030000,LS,-36.4676263417811,-63.6237223449231
URIBURU,42,028,040,42028040000,LS,-36.5077574745038,-63.8626307655783
CONHELO,42,035,010,42035010000,LS,-35.9994878462166,-64.5959233383525
EDUARDO CASTEX,42,035,020,42035020000,LS,-35.916589710926,-64.2945868368038
MAURICIO MAYER,42,035,030,42035030000,LS,-36.2106631640542,-64.0335412257945
MONTE NIEVAS,42,035,040,42035040000,LS,-35.8617464058389,-64.1569675208376
RUCANELO,42,035,050,42035050000,LS,-36.0429376779565,-64.8353214769324
WINIFREDA,42,035,060,42035060000,LS,-36.2272741396174,-64.2348767956417
GOBERNADOR DUVAL,42,042,010,42042010000,LS,-38.7413407663938,-66.4360653362481
PUELCHES,42,042,020,42042020000,LS,-38.1437722310811,-65.9102790812435
SANTA ISABEL,42,049,010,42049010000,LS,-36.2298585551973,-66.9416696902043
BERNARDO LARROUDE,42,056,010,42056010000,LS,-35.0240766140268,-63.5814786778188
CEBALLOS,42,056,020,42056020000,LS,-35.2904849982905,-63.77586064487
CORONEL HILARIO LAGOS,42,056,030,42056030000,LS,-35.0223098759754,-63.9123145859878
INTENDENTE ALVEAR,42,056,040,42056040000,LS,-35.2368693365619,-63.5923274522769
SARAH,42,056,050,42056050000,LS,-35.0246923056998,-63.686962377693
VERTIZ,42,056,060,42056060000,LS,-35.4262411079929,-63.9063646669037
ALGARROBO DEL AGUILA,42,063,010,42063010000,LS,-36.4011467185658,-67.1484015946157
LA HUMADA,42,063,020,42063020000,LS,-36.3500276379509,-68.0141950027482
ALPACHIRI,42,070,010,42070010000,LS,-37.3758811926005,-63.7738735909085
GENERAL MANUEL J. CAMPOS,42,070,020,42070020000,LS,-37.4589894326191,-63.5872408548874
GUATRACHE,42,070,030,42070030000,LS,-37.6669652272263,-63.5415367289386
PERU,42,070,040,42070040000,LS,-37.6623849438401,-64.1373213494442
SANTA TERESA,42,070,050,42070050000,LS,-37.5749339058948,-63.4328864695669
ABRAMO,42,077,010,42077010000,LS,-37.8943313295474,-63.8515025914131
BERNASCONI,42,077,020,42077020000,LS,-37.9020681912485,-63.7450793526802
GENERAL SAN MARTIN,42,077,030,42077030000,LS,-37.9785301335454,-63.6065854529977
HUCAL,42,077,040,42077040000,LS,-37.7849629183535,-64.0306677804584
JACINTO ARAUZ,42,077,050,42077050000,LS,-38.0837587172211,-63.4321816643775
CUCHILLO CO,42,084,010,42084010000,LS,-38.3336784745408,-64.6422526958764
LA REFORMA,42,091,010,42091010000,LS,-37.5520049423349,-66.2268538972728
LIMAY MAHUIDA,42,091,020,42091020000,LS,-37.1597120530545,-66.6745400356471
CARRO QUEMADO,42,098,010,42098010000,LS,-36.47556498406,-65.3429160249895
LOVENTUE,42,098,020,42098020000,LS,-36.1887459763907,-65.2899702728719
LUAN TORO,42,098,030,42098030000,LS,-36.2016818772905,-65.0972782402489
TELEN,42,098,040,42098040000,LS,-36.2640564040186,-65.5097731802402
VICTORICA,42,098,050,42098050000,LS,-36.2048593679219,-65.4403752727095
AGUSTONI,42,105,010,42105010000,LS,-35.7811018772957,-63.3932493460357
DORILA,42,105,020,42105020000,LS,-35.7763229509013,-63.716840693317
GENERAL PICO,42,105,030,42105030000,LS,-35.6633805937206,-63.760929267739
SPELUZZI,42,105,040,42105040000,LS,-35.547293621716,-63.8200403343494
TREBOLARES,42,105,050,42105050000,LS,-35.5855840986961,-63.5887521403772
CASA DE PIEDRA,42,112,005,42112005000,LS,-38.2230515311115,-67.1709263654639
PUELEN,42,112,010,42112010000,LS,-37.3400655492209,-67.6218500509991
25 DE MAYO,42,112,020,42112020000,LS,-37.7697053748681,-67.7172958236186
COLONIA BARON,42,119,010,42119010000,LS,-36.1513889624763,-63.8541959060258
COLONIA SAN JOSE,42,119,020,42119020000,LS,-36.1170514464671,-63.9040708614432
MIGUEL CANE,42,119,030,42119030000,LS,-36.1549581794141,-63.5121543730908
QUEMU QUEMU,42,119,040,42119040000,LS,-36.053677480752,-63.5632432919433
RELMO,42,119,050,42119050000,LS,-36.2573837868412,-63.4481302030919
VILLA MIRASOL,42,119,060,42119060000,LS,-36.0757513459043,-63.8875837941037
CALEUFU,42,126,010,42126010000,LS,-35.5928646334622,-64.5586842581366
INGENIERO FOSTER,42,126,020,42126020000,LS,-35.7014889174834,-65.1025535202338
LA MARUJA,42,126,030,42126030000,LS,-35.671688678266,-64.940569826581
PARERA,42,126,040,42126040000,LS,-35.1462930750947,-64.5006491231723
PICHI HUINCA,42,126,050,42126050000,LS,-35.6473423932767,-64.7695280662632
QUETREQUEN,42,126,060,42126060000,LS,-35.0548439319726,-64.5213693396743
RANCUL,42,126,070,42126070000,LS,-35.0661985558406,-64.683114985952
ADOLFO VAN PRAET,42,133,010,42133010000,LS,-35.0179130302315,-64.035117861781
ALTA ITALIA,42,133,020,42133020000,LS,-35.3338595551664,-64.1182405361085
DAMIAN MAISONAVE,42,133,030,42133030000,LS,-35.0415558502239,-64.3847126106129
EMBAJADOR MARTINI,42,133,040,42133040000,LS,-35.3861854808904,-64.2836857257322
FALUCHO,42,133,050,42133050000,LS,-35.1890814426625,-64.1038732251149
INGENIERO LUIGGI,42,133,060,42133060000,LS,-35.3837504384968,-64.4685685991593
OJEDA,42,133,070,42133070000,LS,-35.3068277686526,-64.0054725550363
REALICO,42,133,080,42133080000,LS,-35.0368857536117,-64.2454209673953
CACHIRULO,42,140,005,42140005000,LS,-36.7473961516096,-64.3673907018325
NAICO,42,140,010,42140010000,LS,-36.9283865222889,-64.3952508587586
TOAY,42,140,020,42140020000,LC,-36.6751577652887,-64.3803253806581
ARATA,42,147,010,42147010000,LS,-35.6381231858073,-64.3574125644643
METILEO,42,147,020,42147020000,LS,-35.7732438729278,-63.9428308886673
TRENEL,42,147,030,42147030000,LS,-35.6941743318846,-64.1358999676104
ATALIVA ROCA,42,154,010,42154010000,LS,-37.0323315728651,-64.2865724433513
CHACHARRAMENDI,42,154,020,42154020000,LS,-37.3318147762102,-65.650772794634
COLONIA SANTA MARIA,42,154,030,42154030000,LS,-37.4952435783299,-64.2248805481774
GENERAL ACHA,42,154,040,42154040000,LS,-37.373672668717,-64.6038964711256
QUEHUE,42,154,050,42154050000,LS,-37.1212005028742,-64.5133661628312
UNANUE,42,154,060,42154060000,LS,-37.5439767222425,-64.3525554864311
AIMOGASTA,46,007,010,46007010001,E,-28.5589898446523,-66.8272851017638
MACHIGASTA,46,007,010,46007010002,E,-28.5410843774808,-66.8070296105313
SAN ANTONIO,46,007,010,46007010003,E,-28.5553801376497,-66.8013856528183
ARAUCO,46,007,020,46007020000,LS,-28.5834031870202,-66.8036412937626
BAÑADO DE LOS PANTANOS,46,007,030,46007030000,LS,-28.3871788034279,-66.8369122348367
ESTACION MAZAN,46,007,040,46007040000,LS,-28.6648262993633,-66.5166195609666
TERMAS DE SANTA TERESITA,46,007,045,46007045000,LS,-28.591774966521,-66.5563885931113
VILLA MAZAN,46,007,050,46007050000,LS,-28.6586281834455,-66.5552758852995
LA RIOJA,46,014,010,46014010000,LS,-29.4217827668094,-66.856675379963
AMINGA,46,021,010,46021010000,LS,-28.8554609845772,-66.9376617661779
ANILLACO,46,021,020,46021020000,LS,-28.8155900262519,-66.9439245714904
ANJULLON,46,021,030,46021030000,LS,-28.7272509428901,-66.9328944677286
CHUQUIS,46,021,040,46021040000,LS,-28.8979801822511,-66.9765194957537
LOS MOLINOS,46,021,050,46021050000,LS,-28.7544152281739,-66.9389202939919
PINCHAS,46,021,060,46021060000,LS,-28.9370760269909,-66.9665171496043
SAN PEDRO,46,021,070,46021070000,LS,-28.6697090457958,-66.9281338379098
SANTA VERA CRUZ,46,021,080,46021080000,LS,-28.683504219205,-66.9654939868506
AICUÑA,46,028,010,46028010000,LS,-29.4772470519152,-67.7729134098149
GUANDACOL,46,028,020,46028020001,E,-29.509859321691,-68.5522045398452
SANTA CLARA,46,028,020,46028020002,E,-29.361377257847,-68.6264098036917
LOS PALACIOS,46,028,030,46028030000,LS,-29.3713119289112,-68.2271328398885
PAGANCILLO,46,028,040,46028040000,LS,-29.5412536132819,-68.0970404734465
BANDA FLORIDA,46,028,050,46028050001,E,-29.3032949590649,-68.2439876146285
VILLA UNION,46,028,050,46028050002,E,-29.3227046223336,-68.2230741292594
CHAMICAL,46,035,010,46035010000,LS,-30.3772951613355,-66.3240368838483
POLCO,46,035,020,46035020000,LS,-30.4293153810224,-66.3586422456665
ANGUINAN,46,042,010,46042010001,E,-29.2060142258143,-67.4589845307511
CHILECITO,46,042,010,46042010002,E,-29.1634978575196,-67.5074284990176
LA PUNTILLA,46,042,010,46042010003,E,-29.1484698105368,-67.4191244361359
LOS SARMIENTOS,46,042,010,46042010004,E,-29.1517467165263,-67.4826010369502
SAN MIGUEL,46,042,010,46042010005,E,-29.184674818415,-67.4780826682806
COLONIA ANGUINAN,46,042,020,46042020000,LS,-29.2540980171571,-67.426136513409
COLONIA CATINZACO,46,042,030,46042030000,LS,-29.6731660020358,-67.3823669132229
COLONIA MALLIGASTA,46,042,040,46042040000,LS,-29.2029666175252,-67.4003467202303
COLONIA VICHIGASTA,46,042,050,46042050000,LS,-29.4490716382323,-67.4914198732182
GUANCHIN,46,042,060,46042060000,LS,-29.1927256872976,-67.6392754274079
MALLIGASTA,46,042,070,46042070000,LS,-29.1772024890585,-67.4408316312776
MIRANDA,46,042,080,46042080000,LS,-29.3410380679447,-67.6618699588305
NONOGASTA,46,042,090,46042090000,LS,-29.3040959439682,-67.5072784622018
SAN NICOLAS,46,042,100,46042100000,LS,-29.1217634888802,-67.475895961327
SANTA FLORENTINA,46,042,110,46042110000,LS,-29.1330615805931,-67.5576081781931
SAÑOGASTA,46,042,120,46042120000,LS,-29.3203738957214,-67.6277959527272
TILIMUQUI,46,042,130,46042130000,LS,-29.1494438672162,-67.4296645756575
VICHIGASTA,46,042,140,46042140000,LS,-29.4885973737241,-67.50228520978
ALTO CARRIZAL,46,049,010,46049010000,LS,-28.8736691237645,-67.5689979264386
ANGULOS,46,049,020,46049020000,LS,-28.6595753462725,-67.6529605556859
ANTINACO,46,049,030,46049030000,LS,-28.8250781693493,-67.3233196534937
BAJO CARRIZAL,46,049,040,46049040000,LS,-28.8911007689177,-67.5667461563502
CAMPANAS,46,049,050,46049050000,LS,-28.5560208289878,-67.6264406513676
CHAÑARMUYO,46,049,060,46049060000,LS,-28.6123449106977,-67.5874723425836
FAMATINA,46,049,070,46049070000,LS,-28.9291000348798,-67.5207596756722
LA CUADRA,46,049,080,46049080000,LS,-28.4724817643376,-67.6918652569621
PITUIL,46,049,090,46049090000,LS,-28.5815077306519,-67.4508379497994
PLAZA VIEJA,46,049,100,46049100000,LS,-28.9731598381662,-67.5201315513043
SANTA CRUZ,46,049,110,46049110000,LS,-28.4907371198,-67.6899252647169
SANTO DOMINGO,46,049,120,46049120000,LS,-28.5600668428725,-67.6855704208219
PUNTA DE LOS LLANOS,46,056,010,46056010000,LS,-30.165433857594,-66.556575245663
TAMA,46,056,020,46056020000,LS,-30.5173084388038,-66.5413792482074
CASTRO BARROS,46,063,010,46063010000,LS,-30.5956924271806,-65.7419372748158
CHAÑAR,46,063,020,46063020000,LS,-30.5590304532238,-65.9735931205601
LOMA BLANCA,46,063,030,46063030000,LS,-30.6446137810742,-66.238741686799
OLTA,46,063,040,46063040000,LS,-30.6399759885817,-66.278060412461
MALANZAN,46,070,010,46070010000,LS,-30.815543887629,-66.6194814951279
NACATE,46,070,020,46070020000,LS,-30.8640381344546,-66.4051056083957
PORTEZUELO,46,070,030,46070030000,LS,-30.847619186484,-66.7186798501751
SAN ANTONIO,46,070,040,46070040000,LS,-31.0900907205412,-66.7571869922571
VILLA CASTELLI,46,077,010,46077010000,LS,-29.0207515543035,-68.2253713917754
AMBIL,46,084,010,46084010000,LS,-31.1413359277957,-66.3603819377386
COLONIA ORTIZ DE OCAMPO,46,084,020,46084020000,LS,-30.9752909491233,-66.1953883794961
MILAGRO,46,084,030,46084030000,LS,-31.0131717520524,-65.9882554540382
OLPAS,46,084,040,46084040000,LS,-30.8195242375591,-66.2483100669124
SANTA RITA DE CATUNA,46,084,050,46084050000,LS,-30.9665198359206,-66.2356607957536
ULAPES,46,091,010,46091010000,LS,-31.582978877023,-66.2514026305989
JAGUE,46,098,010,46098010000,LS,-28.6604900543905,-68.3668741365882
VILLA SAN JOSE DE VINCHINA,46,098,020,46098020000,LS,-28.7797111463416,-68.2060368408699
AMANA,46,105,010,46105010000,LS,-30.0611119791655,-67.5084950612514
PATQUIA,46,105,020,46105020000,LS,-30.0522114405959,-66.8915886798437
CHEPES,46,112,010,46112010000,LS,-31.3506186314416,-66.6046417930744
DESIDERIO TELLO,46,112,020,46112020000,LS,-31.2240295500516,-66.3334915975105
ALPASINCHE,46,119,010,46119010001,E,-28.3536422425472,-67.080433367311
AMUSCHINA,46,119,010,46119010002,E,-28.5555816291232,-67.1592836516078
ANDOLUCAS,46,119,010,46119010003,E,-28.5555816291232,-67.1592836516078
CHAUPIHUASI,46,119,010,46119010004,E,-28.3536422425472,-67.080433367311
CUIPAN,46,119,010,46119010005,E,-28.4517974906601,-67.1178978512143
LAS TALAS,46,119,010,46119010006,E,-28.4517974906601,-67.1178978512143
LOS ROBLES,46,119,010,46119010007,E,-28.4517974906601,-67.1178978512143
SALICAS,46,119,010,46119010008,E,-28.407625810512,-67.0961546311905
SAN BLAS,46,119,010,46119010009,E,-28.407625810512,-67.0961546311905
SHAQUI,46,119,010,46119010010,E,-28.4812201375784,-67.128235105005
SURIYACO,46,119,010,46119010011,E,-28.5555816291232,-67.1592836516078
TUYUBIL,46,119,010,46119010012,E,-28.5555816291232,-67.1592836516078
VILLA SANAGASTA,46,126,010,46126010000,LS,-29.3064491456943,-67.0414097362521
1A. SECCION,50,007,010,50007010001,E,-32.8774938474965,-68.852787067524
2A. SECCION,50,007,010,50007010002,E,-32.8939366401965,-68.8548989896162
3A. SECCION,50,007,010,50007010003,E,-32.8852234170157,-68.8445606513402
4A. SECCION,50,007,010,50007010004,E,-32.8682492511423,-68.842426668283
5A. SECCION,50,007,010,50007010005,E,-32.8897126457887,-68.8671660840729
6A. SECCION,50,007,010,50007010006,E,-32.8699135628239,-68.8623511106204
