nombre,cod_prov,cod_depto,cod_loc,cod_bahra,tipo_bahra,lat,lon
COLONIA SAN MIGUEL,06,595,040,06595040000,LS,-36.9495659791886,-60.1108954083182
ESPIGAS,06,595,050,06595050000,LS,-36.4122732396335,-60.6730694647
COLONIA HINOJO,06,595,060,06595060001,E,-36.8800694499223,-60.1780552970611
HINOJO,06,595,060,06595060002,E,-36.8758995951211,-60.1473196906487
OLAVARRIA,06,595,070,06595070000,LS,-36.8920935788859,-60.3180046559577
RECALDE,06,595,080,06595080000,LS,-36.6515016172821,-61.0845040269815
SANTA LUISA,06,595,090,06595090000,LS,-37.1289653693521,-60.4099303899854
SIERRA CHICA,06,595,100,06595100000,LS,-36.843238222524,-60.2234271381196
SIERRAS BAYAS,06,595,110,06595110001,E,-36.9225238148372,-60.2157925414657
VILLA ARRIETA,06,595,110,06595110002,E,-36.9436605372421,-60.1578271825148
VILLA ALFREDO FORTABAT,06,595,120,06595120000,LS,-36.9802714637124,-60.2790828437139
VILLA LA SERRANIA,06,595,130,06595130000,LS,-36.9903632120511,-60.3108081181748
BAHIA SAN BLAS,06,602,010,06602010000,LS,-40.5602246137406,-62.2380643077459
CARDENAL CAGLIERO,06,602,020,06602020000,LS,-40.6522000086693,-62.7575972084464
CARMEN DE PATAGONES,06,602,030,06602030000,LC,-40.797298324401,-62.984754269904
JOSE B. CASAS,06,602,040,06602040000,LS,-40.4363643935514,-62.5449343513868
JUAN A. PRADERE,06,602,050,06602050000,LS,-39.5993801239416,-62.6510470779021
STROEDER,06,602,060,06602060000,LS,-40.1854869993736,-62.6205163469862
VILLALONGA,06,602,070,06602070000,LS,-39.9151387867695,-62.6188702678852
CAPITAN CASTRO,06,609,010,06609010000,LS,-35.913692884071,-62.2240579143551
CHICLANA,06,609,020,06609020000,LS,-35.7327373193414,-61.7439272931387
FRANCISCO MADERO,06,609,030,06609030000,LS,-35.8483065194137,-62.0693918423117
INOCENCIO SOSA,06,609,035,06609035000,LS,-35.7184196474894,-62.1142777365421
JUAN JOSE PASO,06,609,040,06609040000,LS,-35.8524740557321,-62.2962123802194
MAGDALA,06,609,050,06609050000,LS,-36.0846707903374,-61.7254747841859
MONES CAZON,06,609,060,06609060000,LS,-36.2301776476091,-62.0069944091925
NUEVA PLATA,06,609,070,06609070000,LS,-35.9199117438484,-61.8133995164977
PEHUAJO,06,609,080,06609080000,LS,-35.8123030689596,-61.8988207561037
SAN BERNARDO,06,609,090,06609090000,LS,-35.7137365347985,-61.6477830181101
BOCAYUVA,06,616,010,06616010000,LS,-36.2065730139324,-63.0761554731554
DE BARY,06,616,020,06616020000,LS,-36.3416806655424,-63.2611533171506
PELLEGRINI,06,616,030,06616030000,LS,-36.2697352282386,-63.1652861097017
ACEVEDO,06,623,010,06623010000,LS,-33.755665348987,-60.4408373865386
FONTEZUELA,06,623,020,06623020000,LS,-33.9138392371386,-60.4628650932084
GUERRICO,06,623,030,06623030000,LS,-33.6745849638169,-60.4006865938611
JUAN A. DE LA  PEÑA,06,623,040,06623040000,LS,-33.8322767381075,-60.4864895356948
JUAN ANCHORENA,06,623,050,06623050000,LS,-33.9263378592898,-60.3829034809436
LA VIOLETA,06,623,060,06623060000,LS,-33.7347851403163,-60.1701773086428
MANUEL OCAMPO,06,623,070,06623070000,LS,-33.7647232673599,-60.6492429333859
MARIANO BENITEZ,06,623,080,06623080000,LS,-33.7090270411103,-60.5842599045876
MARIANO H.  ALFONZO,06,623,090,06623090000,LS,-33.9149979004605,-60.8383550657724
PERGAMINO,06,623,100,06623100000,LS,-33.8949900563191,-60.5716400794952
PINZON,06,623,110,06623110000,LS,-33.9947211174052,-60.7316480040989
RANCAGUA,06,623,120,06623120000,LS,-34.0303722475767,-60.5042327001336
VILLA ANGELICA,06,623,130,06623130000,LS,-33.6647037443081,-60.7084372635626
VILLA SAN JOSE,06,623,140,06623140000,LC,-34.0906695795004,-60.4162716627136
CASALINS,06,630,010,06630010000,LS,-36.3181419923689,-58.5525025522873
PILA,06,630,020,06630020000,LS,-36.0014746137723,-58.1427778873885
DEL VISO,06,638,040,06638040001,E,-34.4494009456502,-58.8009119728306
FATIMA,06,638,040,06638040002,E,-34.4072575836787,-58.974691291144
LA LONJA,06,638,040,06638040003,E,-34.4448149403448,-58.8393730861805
LOS CACHORROS,06,638,040,06638040004,E,-34.4250028270043,-58.7950003996087
MANZANARES,06,638,040,06638040005,E,-34.452630932571,-59.0136606624887
MANZONE,06,638,040,06638040006,E,-34.5287308766458,-58.8775995091498
MAQUINISTA F. SAVIO (OESTE),06,638,040,06638040007,E,-34.410617254736,-58.7821701089413
PILAR,06,638,040,06638040008,E,-34.4663318396358,-58.9227197887079
PRESIDENTE DERQUI,06,638,040,06638040009,E,-34.4928616935261,-58.8416985218723
ROBERTO DE VICENZO,06,638,040,06638040010,E,-34.4369652784326,-58.7669941785147
SANTA TERESA,06,638,040,06638040011,E,-34.4366914158447,-58.7573470164393
TORTUGUITAS,06,638,040,06638040012,E,-34.4578061717121,-58.76209072062
VILLA ASTOLFI,06,638,040,06638040013,E,-34.4858983446269,-58.8768335703823
VILLA ROSA,06,638,040,06638040014,E,-34.4077327133185,-58.8539345779841
ZELAYA,06,638,040,06638040015,E,-34.3657182841794,-58.893696088678
CARILO,06,644,010,06644010001,E,-37.1641593745618,-56.9027914378095
OSTENDE,06,644,010,06644010002,E,-37.1300477581888,-56.8833984697828
PINAMAR,06,644,010,06644010003,E,-37.0777448860202,-56.8437227435213
VALERIA DEL MAR,06,644,010,06644010004,E,-37.1445557771803,-56.890291998877
BARRIO AMERICA UNIDA,06,648,010,06648010001,E,-34.886197581853,-58.41733483734
GUERNICA,06,648,010,06648010002,E,-34.9230592108536,-58.3650272662643
AZOPARDO,06,651,010,06651010000,LS,-37.7017920523646,-62.9006764415683
BORDENAVE,06,651,020,06651020000,LS,-37.8028181597411,-63.0425144041162
DARREGUEIRA,06,651,030,06651030000,LS,-37.6857562622736,-63.1595663902141
17 DE AGOSTO,06,651,040,06651040000,LS,-37.9086924428976,-62.9360284730803
ESTELA,06,651,050,06651050000,LS,-38.1080950084855,-62.9129041375994
FELIPE SOLA,06,651,060,06651060000,LS,-38.005992834739,-62.8186936682637
LOPEZ LECUBE,06,651,070,06651070000,LS,-38.1171190117962,-62.7254849373447
PUAN,06,651,080,06651080000,LS,-37.542613502113,-62.7652275731166
SAN GERMAN,06,651,090,06651090000,LS,-38.2995183581309,-62.9821877089624
VILLA CASTELAR,06,651,100,06651100000,LS,-37.3905464925651,-62.8051325654187
VILLA IRIS,06,651,110,06651110000,LS,-38.1693097057753,-63.2320511809102
ALVAREZ JONTE,06,655,010,06655010000,LS,-35.3227800092544,-57.4490768504218
PIPINAS,06,655,030,06655030000,LS,-35.53126706917,-57.3285887617048
PUNTA INDIO,06,655,040,06655040000,LS,-35.2808352898089,-57.2360072391524
VERONICA,06,655,050,06655050000,LS,-35.3881552142501,-57.3371601623743
BERNAL,06,658,010,06658010001,E,-34.700378406023,-58.2766427817003
BERNAL OESTE,06,658,010,06658010002,E,-34.7269644246033,-58.3182795621594
DON BOSCO,06,658,010,06658010003,E,-34.7032130159372,-58.2984533178872
EZPELETA,06,658,010,06658010004,E,-34.7435644425127,-58.2281408361207
EZPELETA OESTE,06,658,010,06658010005,E,-34.7634442077448,-58.2638314351646
QUILMES,06,658,010,06658010006,E,-34.7241344748224,-58.2492205541766
QUILMES OESTE,06,658,010,06658010007,E,-34.7477989892391,-58.2999440151876
SAN FRANCISCO SOLANO,06,658,010,06658010008,E,-34.7777730726874,-58.3101561253692
VILLA LA FLORIDA,06,658,010,06658010009,E,-34.7688841339243,-58.2957092489115
EL PARAISO,06,665,010,06665010000,LS,-33.5679152654445,-59.9791123483107
LAS BAHAMAS,06,665,020,06665020000,LS,-33.6366100825527,-59.9895563465816
PEREZ MILLAN,06,665,030,06665030000,LS,-33.7674497804832,-60.0927343667154
RAMALLO,06,665,040,06665040000,LS,-33.4877021169888,-60.0072209741607
VILLA GENERAL SAVIO,06,665,050,06665050000,LS,-33.4352672179447,-60.1451316522293
VILLA RAMALLO,06,665,060,06665060000,LS,-33.502293213764,-60.0650138035308
RAUCH,06,672,010,06672010000,LS,-36.7755035485732,-59.0871114029954
AMERICA,06,679,010,06679010000,LS,-35.4903412429492,-62.9763759840765
FORTIN OLAVARRIA,06,679,020,06679020000,LS,-35.7048848499519,-63.0230332752501
GONZALEZ MORENO,06,679,030,06679030000,LS,-35.5576529256075,-63.3815800402317
MIRA PAMPA,06,679,040,06679040000,LS,-35.8703867348478,-63.3742010687724
ROOSEVELT,06,679,050,06679050000,LS,-35.8466320155134,-63.2898118317476
SAN MAURICIO,06,679,060,06679060000,LS,-35.5118022821456,-63.1882154861262
SANSINENA,06,679,070,06679070000,LS,-35.2750295400617,-63.2135436741919
SUNDBLAD,06,679,080,06679080000,LS,-35.7656416636683,-63.1386100973601
LA BEBA,06,686,010,06686010000,LS,-34.1544387870912,-61.0128711169321
LAS CARABELAS,06,686,020,06686020000,LS,-34.0381002651925,-60.8685264174218
LOS INDIOS,06,686,030,06686030000,LS,-34.3735696107802,-60.6523710265627
RAFAEL OBLIGADO,06,686,040,06686040000,LS,-34.3588132488617,-60.7845693256007
ROBERTO CANO,06,686,050,06686050000,LS,-34.0876515179763,-60.6672564006968
BARRIO LAS MARGARITAS,06,686,060,06686060001,E,-34.1932374145653,-60.6820264999894
ROJAS,06,686,060,06686060002,E,-34.1872292263523,-60.7179411923956
VILLA PARQUE CECIR,06,686,060,06686060003,E,-34.1707175989305,-60.7438336816558
ESTACION SOL DE MAYO,06,686,070,06686070000,LS,-34.2689448512236,-60.8717773420981
VILLA MANUEL POMAR,06,686,080,06686080000,LC,-33.9159508805463,-60.9379380238883
CARLOS BEGUERIE,06,693,010,06693010000,LS,-35.4854690457283,-59.1017155978911
ROQUE PEREZ,06,693,020,06693020000,LS,-35.4016375824204,-59.3346857845207
ARROYO CORTO,06,700,010,06700010000,LS,-37.512917973477,-62.3116837747426
COLONIA SAN MARTIN,06,700,020,06700020000,LS,-37.9769152091143,-62.3326095560459
DUFAUR,06,700,030,06700030000,LS,-37.9428223013646,-62.284864272698
ESPARTILLAR (E),06,700,040,06700040000,LC,-37.3604343942367,-62.4297386825705
GOYENA,06,700,050,06700050000,LS,-37.7192518502325,-62.6071296330023
LAS ENCADENADAS,06,700,055,06700055000,LS,-38.0361082716296,-62.4704140736323
PIGUE,06,700,060,06700060000,LS,-37.6063896033626,-62.4057728759143
SAAVEDRA,06,700,070,06700070000,LS,-37.7636402199499,-62.3506328041255
ALVAREZ DE TOLEDO,06,707,010,06707010000,LS,-35.6391609182127,-59.6292383440582
CAZON,06,707,030,06707030000,LS,-35.576803202395,-59.6645037628687
DEL CARRIL,06,707,040,06707040000,LS,-35.5127172285926,-59.5158202035334
POLVAREDAS,06,707,050,06707050000,LS,-35.593907231155,-59.5079734849201
SALADILLO,06,707,060,06707060000,LS,-35.6404298805989,-59.7790589845354
ARROYO DULCE,06,714,010,06714010000,LC,-34.1024332833136,-60.4061551794069
BERDIER,06,714,020,06714020000,LS,-34.3987726587976,-60.2605725409335
GAHAN,06,714,030,06714030000,LS,-34.3380744009945,-60.0992736191527
INES INDART,06,714,040,06714040000,LS,-34.3994163305262,-60.5436825925267
LA INVENCIBLE,06,714,050,06714050000,LS,-34.2687422037239,-60.3853645216588
SALTO,06,714,060,06714060000,LS,-34.2921598652878,-60.2546244496406
QUENUMA,06,721,010,06721010000,LS,-36.5689908284906,-63.0876229573465
SALLIQUELO,06,721,020,06721020000,LS,-36.7511653813281,-62.9599573443115
AZCUENAGA,06,728,010,06728010000,LS,-34.3637910907784,-59.3745991110996
CULULLU,06,728,020,06728020000,LS,-34.4460870678,-59.3622553297801
FRANKLIN,06,728,030,06728030000,LS,-34.6103908719397,-59.6301795182439
SAN ANDRES DE GILES,06,728,040,06728040000,LS,-34.4459080814748,-59.4451673563949
SOLIS,06,728,050,06728050000,LS,-34.2989712949513,-59.3250547278241
VILLA ESPIL,06,728,060,06728060000,LS,-34.5066814044811,-59.3372661316763
VILLA RUIZ,06,728,070,06728070000,LS,-34.4352021828488,-59.260395880426
DUGGAN,06,735,010,06735010000,LS,-34.2071973030208,-59.6357055338083
SAN ANTONIO DE ARECO,06,735,020,06735020000,LS,-34.2503763113877,-59.4708634797005
VILLA LIA,06,735,030,06735030000,LS,-34.1237740718192,-59.4313725724126
BALNEARIO SAN CAYETANO,06,742,010,06742010000,LS,-38.7481815016452,-59.429204589717
OCHANDIO,06,742,020,06742020000,LS,-38.3598244506044,-59.7935349347064
SAN CAYETANO,06,742,030,06742030000,LS,-38.346970946847,-59.6063826058006
SAN FERNANDO,06,749,010,06749010001,E,-34.4473601745411,-58.5690015916776
VICTORIA,06,749,010,06749010002,E,-34.4619820050413,-58.5595970877081
VIRREYES,06,749,010,06749010003,E,-34.4636240092728,-58.5761941633194
ACASSUSO,06,756,010,06756010001,E,-34.4794018120083,-58.5074043996961
BECCAR,06,756,010,06756010002,E,-34.4674159462571,-58.5400343502635
BOULOGNE SUR MER,06,756,010,06756010003,E,-34.4983312888498,-58.5700137209729
MARTINEZ,06,756,010,06756010004,E,-34.4944230772436,-58.5105732755943
SAN ISIDRO,06,756,010,06756010005,E,-34.4770412162141,-58.52719519996
VILLA ADELINA,06,756,010,06756010006,E,-34.5151197673508,-58.5457579220177
BELLA VISTA,06,760,010,06760010001,E,-34.5751401519414,-58.6960409885544
CAMPO DE MAYO,06,760,010,06760010002,E,-34.5346818189868,-58.6513860167431
MUÑIZ,06,760,010,06760010003,E,-34.5557351629874,-58.7080227572424
SAN MIGUEL,06,760,010,06760010004,E,-34.5536228677773,-58.7347875195953
CONESA,06,763,010,06763010000,LS,-33.5962124822607,-60.3541264450858
EREZCANO,06,763,020,06763020000,LS,-33.5232449410318,-60.3174454958625
GENERAL ROJO,06,763,030,06763030000,LS,-33.4758683523604,-60.2874270636731
LA EMILIA,06,763,040,06763040001,E,-33.3514852802661,-60.3139573529074
VILLA CAMPI,06,763,040,06763040002,E,-33.3599587304228,-60.3000892882903
VILLA CANTO,06,763,040,06763040003,E,-33.3708479748,-60.2954116362263
VILLA RICCIO,06,763,040,06763040004,E,-33.3630498059477,-60.2953990898749
CAMPOS SALLES,06,763,050,06763050001,E,-33.4010837029564,-60.2846972878391
SAN NICOLAS DE LOS ARROYOS,06,763,050,06763050002,E,-33.3487082868277,-60.231333927581
VILLA ESPERANZA,06,763,060,06763060000,LS,-33.422326147095,-60.2605874904382
GOBERNADOR CASTRO,06,770,010,06770010000,LS,-33.6605787290919,-59.8663408291494
INGENIERO MONETA,06,770,015,06770015000,LS,-33.9314631330704,-59.7482330053997
OBLIGADO,06,770,020,06770020000,LS,-33.5965558617631,-59.8199792397796
PUEBLO DOYLE,06,770,030,06770030000,LS,-33.9050057189811,-59.8187532271261
RIO TALA,06,770,040,06770040000,LS,-33.769589927701,-59.6383708591324
SAN PEDRO,06,770,050,06770050000,LS,-33.6791252253366,-59.6668951027895
SANTA LUCIA,06,770,060,06770060000,LS,-33.8794559527188,-59.8753284459435
ALEJANDRO KORN,06,778,020,06778020001,E,-35.0135125285778,-58.3865346894091
SAN VICENTE,06,778,020,06778020002,E,-35.010404143813,-58.4699705982043
DOMSELAAR,06,778,020,06778020003,E,-35.048692550243,-58.3145745868708
GENERAL RIVAS,06,784,010,06784010000,LS,-34.6100370680434,-59.7504234207746
SUIPACHA,06,784,020,06784020000,LS,-34.7712617839883,-59.6879181821818
DE LA CANAL,06,791,010,06791010000,LS,-37.1293125663244,-59.105380206456
GARDEY,06,791,030,06791030000,LS,-37.2823323375205,-59.3630004748452
MARIA IGNACIA,06,791,040,06791040000,LS,-37.4029073074266,-59.5093354449092
TANDIL,06,791,050,06791050000,LS,-37.3238849060878,-59.1310691770429
CROTTO,06,798,010,06798010000,LS,-36.5774103919485,-60.1711185359919
TAPALQUE,06,798,020,06798020000,LS,-36.3573669882462,-60.0247443487218
VELLOSO,06,798,030,06798030000,LS,-36.1215309084723,-59.6527146246682
BENAVIDEZ,06,805,010,06805010001,E,-34.4104347356392,-58.6887919689512
DIQUE LUJAN,06,805,010,06805010002,E,-34.3717750147952,-58.6917925096496
DON TORCUATO ESTE,06,805,010,06805010003,E,-34.4869370480479,-58.6159410299812
DON TORCUATO OESTE,06,805,010,06805010004,E,-34.5035354582885,-58.6275286549289
EL TALAR,06,805,010,06805010005,E,-34.4713213368481,-58.6570301927479
GENERAL PACHECO,06,805,010,06805010006,E,-34.4523088119909,-58.6448936162046
LOS TRONCOS DEL TALAR,06,805,010,06805010007,E,-34.4425672031974,-58.6174364127772
RICARDO ROJAS,06,805,010,06805010008,E,-34.4563339674448,-58.6806670320976
RINCON DE MILBERG,06,805,010,06805010009,E,-34.4097532043357,-58.6304827023614
TIGRE,06,805,010,06805010010,E,-34.4266925110065,-58.5779717541318
GENERAL CONESA,06,812,010,06812010000,LS,-36.5208587437818,-57.3249371025508
CHASICO,06,819,010,06819010000,LS,-38.3352258409739,-62.6424099899733
SALDUNGARAY,06,819,020,06819020000,LS,-38.2028131038038,-61.7678925154653
SIERRA DE LA VENTANA,06,819,030,06819030000,LC,-38.1366716139365,-61.7956860399239
TORNQUIST,06,819,040,06819040000,LS,-38.0989983131157,-62.2218091270044
TRES PICOS,06,819,050,06819050000,LS,-38.2867749310339,-62.2073117423093
VILLA SERRANA LA GRUTA,06,819,060,06819060000,LS,-38.0568266332177,-62.0782618310425
VILLA VENTANA,06,819,070,06819070000,LS,-38.0795765714478,-61.9311383483155
BERUTTI,06,826,010,06826010000,LS,-35.8580311359835,-62.5126328995628
GIRODIAS,06,826,020,06826020000,LS,-36.367451804132,-62.3569660936558
LA CARRETA,06,826,030,06826030000,LS,-36.1964811594442,-62.2245641400875
30 DE AGOSTO,06,826,040,06826040000,LS,-36.2779720057322,-62.5453088654651
TRENQUE LAUQUEN,06,826,050,06826050000,LS,-35.9746951559846,-62.7323099655579
TRONGE,06,826,060,06826060000,LS,-36.4603092402658,-62.4871229040303
BALNEARIO ORENSE,06,833,010,06833010000,LS,-38.8079580951783,-59.7382989446997
CLAROMECO,06,833,020,06833020001,E,-38.7973744243016,-60.107623035402
DUNAMAR,06,833,020,06833020002,E,-38.8586780962346,-60.0873319312173
COPETONAS,06,833,030,06833030000,LS,-38.7227403438549,-60.4519655195991
LIN CALEL,06,833,040,06833040000,LS,-38.7081778337076,-60.2417246463467
MICAELA CASCALLARES,06,833,050,06833050000,LS,-38.4926790060303,-60.4684232796744
ORENSE,06,833,060,06833060000,LS,-38.6855169253543,-59.7764287092023
RETA,06,833,070,06833070000,LS,-38.8970805514765,-60.343409791669
SAN FRANCISCO DE BELLOCQ,06,833,080,06833080000,LS,-38.6931705173547,-60.0141786926695
SAN MAYOL,06,833,090,06833090000,LS,-38.3177365227324,-60.0258421214843
TRES ARROYOS,06,833,100,06833100000,LS,-38.3771785795114,-60.2755588939396
VILLA RODRIGUEZ,06,833,110,06833110000,LS,-38.3125817693893,-60.2324995777758
CASEROS,06,840,010,06840010001,E,-34.608872950993,-58.5636644572416
CHURRUCA,06,840,010,06840010002,E,-34.5589664800215,-58.6228016204112
CIUDAD JARDIN LOMAS DEL PALOMAR,06,840,010,06840010003,E,-34.5961197253917,-58.5965998962097
CIUDADELA,06,840,010,06840010004,E,-34.6326965166188,-58.5424067827037
EL LIBERTADOR,06,840,010,06840010005,E,-34.5564986200599,-58.622337837699
JOSE INGENIEROS,06,840,010,06840010006,E,-34.6171528691842,-58.5342186326877
LOMA HERMOSA,06,840,010,06840010007,E,-34.5684066633166,-58.603081885803
MARTIN CORONADO,06,840,010,06840010008,E,-34.5852038063892,-58.5918755543704
11 DE SEPTIEMBRE,06,840,010,06840010009,E,-34.566314345456,-58.6183600679169
PABLO PODESTA,06,840,010,06840010010,E,-34.5758246152249,-58.6202497472316
REMEDIOS DE ESCALADA,06,840,010,06840010011,E,-34.5705752444729,-58.620118067161
SAENZ PEÑA,06,840,010,06840010012,E,-34.5992886088748,-58.5320796402641
SANTOS LUGARES,06,840,010,06840010013,E,-34.5991533496562,-58.5478835120962
VILLA BOSCH (EST. JUAN MARIA BOSCH),06,840,010,06840010014,E,-34.5822981982887,-58.5802932642206
VILLA RAFFO,06,840,010,06840010015,E,-34.6083090753398,-58.5319718083201
INGENIERO THOMPSON,06,847,010,06847010000,LS,-36.6102541131892,-62.9109612139671
TRES LOMAS,06,847,020,06847020000,LS,-36.458109497037,-62.8621355091327
AGUSTIN MOSCONI,06,854,010,06854010000,LS,-35.7392169542026,-60.5590634621789
DEL VALLE,06,854,020,06854020000,LS,-35.8973453887603,-60.7316089512944
ERNESTINA,06,854,030,06854030000,LS,-35.2702340519789,-59.5575034078873
GOBERNADOR UGARTE,06,854,040,06854040000,LS,-35.1643973648093,-60.0813577815069
LUCAS MONTEVERDE,06,854,050,06854050000,LS,-35.4838272164734,-59.9880647932831
NORBERTO DE LA RIESTRA,06,854,060,06854060000,LS,-35.2727788695321,-59.7719327250509
PEDERNALES,06,854,070,06854070000,LS,-35.2666085074294,-59.6306574695384
SAN ENRIQUE,06,854,080,06854080000,LS,-35.7785028686085,-60.3546454811901
VALDES,06,854,090,06854090000,LS,-35.6488128268597,-60.4672591673156
25 DE MAYO,06,854,100,06854100000,LS,-35.4339385892588,-60.1731209454056
CARAPACHAY,06,861,010,06861010001,E,-34.5259149691463,-58.5357639427634
FLORIDA,06,861,010,06861010002,E,-34.5327432636609,-58.4910979599198
FLORIDA OESTE,06,861,010,06861010003,E,-34.5394223366496,-58.5148137943065
LA LUCILA,06,861,010,06861010004,E,-34.4985433329471,-58.486582489457
MUNRO,06,861,010,06861010005,E,-34.5272623078248,-58.5255060588714
OLIVOS,06,861,010,06861010006,E,-34.512161433984,-58.4985444232342
VICENTE LOPEZ,06,861,010,06861010007,E,-34.525536745172,-58.4736495025234
VILLA ADELINA,06,861,010,06861010008,E,-34.5287596487564,-58.5460242623901
VILLA MARTELLI,06,861,010,06861010009,E,-34.5525979527695,-58.5091432644227
MAR AZUL,06,868,010,06868010001,E,-37.3366731576801,-57.032501468863
MAR DE LAS PAMPAS,06,868,010,06868010002,E,-37.3281312355181,-57.0399070097774
VILLA GESELL,06,868,020,06868020000,LS,-37.2464704698501,-56.9707267624406
ARGERICH,06,875,010,06875010000,LS,-38.7686560837266,-62.6025276771033
COLONIA SAN ADOLFO,06,875,020,06875020000,LS,-39.3983952518232,-62.5711721088672
COUNTRY LOS MEDANOS,06,875,025,06875025000,LS,-38.8468445915571,-62.738741885831
HILARIO ASCASUBI,06,875,030,06875030000,LS,-39.3758602632663,-62.6477900877351
JUAN COUSTE,06,875,040,06875040000,LS,-38.8942604188728,-63.1361581918897
MAYOR BURATOVICH,06,875,050,06875050000,LS,-39.2590946793617,-62.6157889589915
MEDANOS,06,875,060,06875060002,E,-38.8293145512181,-62.6943321574343
PEDRO LURO,06,875,070,06875070000,LS,-39.5007767274615,-62.6874317159849
TENIENTE ORIGONE,06,875,080,06875080000,LS,-39.0580586668564,-62.5697137402023
COUNTRY CLUB EL CASCO,06,882,020,06882020000,LS,-34.1275885141615,-59.0834596008166
ESCALADA,06,882,030,06882030000,LS,-34.160933188334,-59.1125399836881
LIMA,06,882,040,06882040000,LS,-34.0436335939636,-59.1973339595539
BARRIO SAAVEDRA,06,882,050,06882050001,E,-34.1263843372848,-59.020156759664
ZARATE,06,882,050,06882050002,E,-34.1115306481926,-59.0483426856883
CHUCHUCARUANA,10,007,010,10007010000,LS,-27.9072844349135,-65.8265242094263
COLPES,10,007,020,10007020000,LS,-28.056472497625,-65.8260844153652
EL BOLSON,10,007,030,10007030000,LS,-27.9038743420396,-65.8884829262542
EL RODEO,10,007,040,10007040000,LS,-28.2141516424861,-65.8738600634115
HUAYCAMA,10,007,050,10007050000,LS,-28.0988458342305,-65.8147464336478
LA PUERTA,10,007,060,10007060000,LS,-28.1764379052117,-65.7863037835082
LAS CHACRITAS,10,007,070,10007070000,LS,-27.6464168267027,-65.9533446470458
LAS JUNTAS,10,007,080,10007080000,LS,-28.1038836314671,-65.8996513641899
LOS CASTILLOS,10,007,090,10007090000,LS,-27.9582295650792,-65.820685723313
LOS TALAS,10,007,100,10007100000,LS,-27.94999754917,-65.875829814164
LOS VARELA,10,007,110,10007110000,LS,-27.9279942328057,-65.8822302327591
SINGUIL,10,007,120,10007120000,LS,-27.8142168571341,-65.8670660017181
ANCASTI,10,014,010,10014010000,LS,-28.809829766706,-65.5021019996524
ANQUINCILA,10,014,020,10014020000,LS,-28.7545936474404,-65.5495102803337
LA CANDELARIA,10,014,030,10014030000,LS,-28.7207622901373,-65.4106917370235
LA MAJADA,10,014,040,10014040000,LS,-29.0295107636719,-65.5499567687055
AMANAO,10,021,010,10021010000,LS,-27.5275895579827,-66.5156761677031
ANDALGALA,10,021,020,10021020000,LS,-27.5732225954972,-66.3235466394645
CHAQUIAGO,10,021,030,10021030000,LS,-27.5368955481985,-66.3350568927423
CHOYA,10,021,040,10021040000,LS,-27.5210749343604,-66.4034742805443
BUENA VISTA,10,021,050,10021050001,E,-27.3391922396844,-66.0241892155379
EL ALAMITO,10,021,050,10021050002,E,-27.333537875981,-66.022985174122
ACONQUIJA,10,021,060,10021060001,E,-27.4743798884533,-66.0266884349829
ALTO DE LAS JUNTAS,10,021,060,10021060002,E,-27.4511959792163,-66.0199688270559
EL LINDERO,10,021,060,10021060003,E,-27.4743798884533,-66.0266884349829
LA MESADA,10,021,060,10021060004,E,-27.4511959792163,-66.0199688270559
EL POTRERO,10,021,070,10021070000,LS,-27.5162322380357,-66.3434280762552
LA AGUADA,10,021,080,10021080000,LS,-27.534089032104,-66.3117750484602
ANTOFAGASTA DE LA SIERRA,10,028,010,10028010000,LS,-26.0632957365737,-67.4116706391736
ANTOFALLA,10,028,020,10028020000,LS,-25.445326397371,-67.6583954684648
EL PEÑON,10,028,030,10028030000,LS,-26.4377795455164,-67.2590953594946
LOS NACIMIENTOS,10,028,040,10028040000,LS,-25.7592665755338,-67.3912671398198
BARRANCA LARGA,10,035,010,10035010000,LS,-26.9366725902001,-66.7473736733687
BELEN,10,035,020,10035020000,LS,-27.6337582271366,-67.0181224346383
CONDOR HUASI,10,035,030,10035030000,LS,-27.4800253698881,-67.1034365555174
CORRAL QUEMADO,10,035,040,10035040000,LS,-27.1458266170631,-66.9418772140389
EL DURAZNO,10,035,050,10035050000,LS,-27.2352160693093,-67.0644302349354
FARALLON NEGRO,10,035,060,10035060000,LS,-27.297991160481,-66.6526535881206
HUALFIN,10,035,070,10035070000,LS,-27.2251089488391,-66.8257494663378
JACIPUNCO,10,035,080,10035080000,LS,-27.2232502935304,-67.0189560597067
LA PUNTILLA,10,035,090,10035090000,LS,-27.6687999477098,-66.9831854181017
LAS JUNTAS,10,035,100,10035100000,LS,-27.5255267279244,-67.1230327103174
LONDRES,10,035,110,10035110000,LS,-27.7091441699136,-67.1521288574758
LOS NACIMIENTOS,10,035,120,10035120000,LS,-27.1276313861506,-66.7125336324121
PUERTA DE CORRAL QUEMADO,10,035,130,10035130000,LS,-27.2142919344438,-66.9263178640934
PUERTA DE SAN JOSE,10,035,140,10035140000,LS,-27.5397412070942,-67.0153310519752
VILLA VIL,10,035,150,10035150000,LS,-27.0710806751114,-66.8307696967369
ADOLFO E. CARRANZA,10,042,010,10042010000,LS,-29.0269775235925,-65.9719315369666
BALDE DE LA PUNTA,10,042,020,10042020000,LS,-29.5589484234071,-65.5807240749041
CAPAYAN,10,042,030,10042030000,LS,-28.7807106449765,-66.0386455444458
CHUMBICHA,10,042,040,10042040000,LS,-28.8475652676601,-66.2413567840968
